start	end	text
1099520	1101520	วางกรอบการทางองานทางวันได้ว่า
1101520	1103520	พื้นที่ที่ต้องการให้มันสำวกก็เป็น
1103520	1105360	พื้นที่ขนาดไหน
1105360	1106520	ต้องการให้มันเขิญที่
1106520	1108520	เข้าควบคุมพืนที่อย่างไร
1108520	1114520	Kennethformation respectful
1114520	1116520	โอเค
1116520	1118520	ตัวเรือก็สามารถติดเครื่องมือวัด
1118520	1120520	เช่นกอรีนี้เนี่ยประติดโซนน่า
1120520	1122520	วัดความหลึกของน้ำ
1122520	1124520	มึงก็จะวัดลงไป ส่งขึ้นเสียงลงไป
1124520	1126520	สตรอสตรอนกลับมาว่า
1126520	1128520	ท้องวันนreme.assets เรื่อนนั้นลึก gehörtหลาย
1128520	1130520	เรื่อนข้างเเขียงลึกเถอะหลัย
1130520	1132520	เราก็สามารถมาพร้อมโวนขอบมูลกัน
1132520	1134520	บริเวณอ่านเก็บน้ำน่ะเนี้ย
1134520	1136520	มันมีแผ่นที่ความลึก
1136520	1138520	เพื้อนผิวเป็นยังไงลึกเถอะหลัย
1138520	1140520	เราก็สามารถมาลวงขอบมูลกับ
1140520	1142520	แผ่นที่ทั้งอากาศ
1142520	1144520	ก็จะได้เป็นเป็น
1144520	1158520	แผ่นที่ทางฝูมิสัยของ
1158520	1160520	พื้นที่เบอร์เว่นนั้น
1160520	1162520	ทั้งเหนือน้ำและใต้น้ำ
1249520	1251520	อันนี้เราก็พาให้มา
1251520	1253520	ซอบแบร์เทสต์
1253520	1255520	แล้วก็นำไปทดสอบในทะเลมานะครับ
1279520	1281520	ก็จะเป็นภาพการทำงาน
1281520	1283520	ว่ามันลงไปแล้วมันก็สามารถ
1283520	1285520	วัดค่าต่าง ๆ
1285520	1287520	ส่งกลับมาให้บนผิวน้ำ
1287520	1289520	รับทราบได้
1289520	1291520	โดยที่เราไม่ต้องลงไปทำงาน
1291520	1293520	เสียงเองใต้น้ำนะครับ
1308520	1310520	ก็จะเป็นค่าที่มันวัด
1310520	1312520	มีทั้งภาพที่ถ่ายมา
1312520	1314520	แผ่นที่ ทางน้ำ
1314520	1316520	ก็เป็นสิ่งที่สามารถ
1316520	1318520	ตรวจวัดและเก็บค่าขึ้นมาได้นะครับ
1328520	1330520	โอเค
1330520	1332520	อันนี้ก็เป็นตัวอย่าง
1332520	1334520	ตัวเราไม่ต้องลงไปทำงาน
1334520	1336520	ส่งกลับมาให้บนผิวน้ำ
1336520	1338520	ก็เป็นตัวอย่าง
1338520	1340520	ตัวระบบยามหาธรรมดาต่าง ๆ
1340520	1342520	ที่สามารถมา
1342520	1344520	ช่วยเหลือ ช่วยงานเราได้
1350520	1352520	ก็ถ้าจะกล่าวโดยสรุปก็คือ
1352520	1354520	เราเชื่อว่า
1358520	1360520	อาจจะไม่ใช่ว่า 1 บวก 1 มันได้ 2
1360520	1362520	แต่เราเชื่อว่าเทคมิงคุณยนเนี่ย
1362520	1364520	ถ้ามาทำงานร่วมกับคน
1364520	1366520	มีจุดเด่นแบบตกตามvan
1370520	1372520	มันได้แรงงานที่เยอะขึ้น
1372520	1374520	การคิดตัดสัญญาณที่ดีขึ้น
1374520	1376520	ทำงานได้ตรงจุดมากขึ้น
1376520	1378520	ได้ผลรับที่มากขึ้น
1378520	1380520	ในเวลาที่ดีขึ้น
1380520	1382520	แล้วก็ถ้ารวมความสามารถ
1382520	1384520	ทางโดเมนท์ไอประชิต
1384520	1386520	ความสามารถชะวยพอทาง ของคน
1386520	1388520	ความสามารถของหุ่นยนต์
1388520	1390520	เราก็สามารถพิชิต
1390520	1392520	ความยากบันบากความระทาย
1392520	1394520	ในทุกเรื่องๆได้
1398520	1400520	ถ้าเกิดมีข้อสงสัยสักถาม
1400520	1402520	ก็ยินดี
1416520	1418520	ครับ
1424520	1426520	ครับ
1426520	1428520	ครับ
1430520	1432520	อ่า
1434520	1436520	เราไม่ได้ทำเซอร์วิซการบินโดน
1436520	1438520	เองดับต้องครับ
1438520	1440520	เราขายตัวโดนแล้วก็
1440520	1442520	ให้บริการการประมวลผลภาพ
1442520	1444520	คือลูกค้าจะซื้อโดนของเราไปก็ได้
1444520	1446520	หรือใช้โดนที่เขามีอยู่แล้วก็ได้
1446520	1448520	แล้วก็อัพโหลดภาพขึ้นมาในระบบ
1448520	1450520	เราก็สามารถต่อภาพวิคอ
1450520	1452520	แสดงผลให้ได้ครับ
1464520	1466520	ครับ
1466520	1468520	ครับ
1468520	1470520	ครับ
1478520	1480520	ก็
1480520	1482520	เท่าที่สามก็มี
1482520	1484520	บริการที่นำภาพถ่ายทางดาวเที่ยม
1484520	1486520	มาใช้มี
1486520	1488520	Recountอะไรแบบนี้ที่เขาใช้ภาพถ่าย
1488520	1490520	แต่ผมไม่แน่ใจเรiyะตว่าเขาใช้
1490520	1492520	ภาพถ่ายศักดาวเที่ยมลักษณะไหน
1492520	1494520	เป็น Low Orbit หรือว่าเป็นอย่างไรอย่างนี้
1494520	1496520	เท่าที่สามนารยายนะครับ
1516520	1518520	เท่าที่สามคือ
1518520	1520520	ลูกค้าของเราเขาก็ใช้ใน
1520520	1522520	พื้นที่ตัวเองไม่ได้เอาไป
1522520	1524520	ลันเซอร์วิสให้คนอื่น
1530520	1532520	อันนี้ผมไม่แน่ใจว่ามี
1532520	1534520	บริษัทไหนที่ทำหรือเปล่า
1534520	1536520	แต่ว่าลูกค้าส่วนมากของเราก็คือ
1536520	1538520	ซื้อไปใช้ในพื้นที่ตัวเองครับ
1552520	1554520	ยังไม่ทราบคนว่ามีใคร
1554520	1556520	ที่ทำเซอร์วิสจากข้างหน้านั้นครับ
1572520	1574520	อันนี้เป็นฟิดแบต เผื่อว่า
1574520	1576520	มีโอกาสจะได้เจอ
1576520	1578520	ใครที่ทำงานที่อื่น หรือว่าเราอาจจะมี
1578520	1580520	พาร์ทเนอร์เพื่อโดยการรักษานี้
1580520	1582520	ต่อไป
1610520	1612520	มีพวกมาลติสเปคตาม
1612520	1614520	ที่มันจะเห็นว่าความจรนตรบตก
1614520	1616520	ของต้นไม้อะไรต่าง ๆ
1616520	1618520	ที่มันจะช่วยได้
1618520	1620520	เพราะว่าจริง ๆ ผมเคย
1620520	1622520	คุยกับทาง TGO ด้วยครับ
1622520	1624520	เรื่อง Carbon Credit
1624520	1626520	ที่เขายังต้อง
1626520	1628520	เอาไม้มาส่องอยู่
1628520	1630520	เขาจะต้องวัดต้นไม้แต่ละต้นในแปลง
1630520	1632520	เพื่อคำนวนค่า Carbon Credit
1632520	1634520	ก็เคยเลยลองพวกนี้อยู่
1634520	1636520	และอยากสอบถามดูว่า
1636520	1638520	ในฐานะผู้ผลิตโดน
1638520	1640520	ว่ามีลูกค้า
1640520	1642520	จะเอาไปใช้เพื่อเอาไป
1642520	1644520	เสอร์วิชแบบนี้หรือเปล่า
1644520	1646520	งานลักษณะ
1646520	1648520	ทางด้าน
1648520	1650520	ถ้าเคยเห็นจะเป็นพวกงาน
1650520	1652520	เซอร์เวย์งาน
1652520	1654520	ทางด้าน Sea View มากกว่าการเกษตร
1654520	1656520	เพราะว่าบริษัทพวกเซอร์เวย์
1656520	1658520	ก็จะมีเครื่องมือพวกนี้เยอะ
1662520	1664520	มีคำถามต่อไป
1664520	1666520	ตอบกัน
1674520	1676520	ขอสอบถามหนึ่งครับ
1676520	1678520	ประจบันมีลูกค้าที่เหมือนว่า
1678520	1680520	ไม่มีความรู้เรื่องเทคโนโลยี
1680520	1682520	เขาจะสามารถเหมือนว่า
1682520	1684520	ใช้โดนหรือใช้บริการ
1684520	1686520	เกี่ยวกับพวกเทคโนโลยี
1686520	1688520	ด้านอาคิเทคได้ไหมครับ
1688520	1690520	ตอบแค่นั้นว่า
1690520	1692760	ไม่มีคน
1692760	1694520	จะมีคนที่ไม่มีความรู้เลยขนาดนั้นมั้ย
1694520	1696520	ก็อาจจะ
1696520	1698520	ผมก็ไม่อยากดูถูกเขา
1698520	1700520	ขนาดนั้น เพราะว่า
1700520	1702520	ทุกวันนี้เราจบจะมองว่า
1702520	1704520	เขาไม่ค่อยไฮเทคแล้วกะ เตรน automation
1704520	1706520	fino 5 ปี
1706520	1708520	อาจจะเป็นแบบนึง einer
1708520	1710520	มาทุกคนมีมือถืออยู่แล้ว
1710520	1712520	เขารับข้อมูลทางโซเชียล
1712520	1712520	
1712520	1714520	เขารับข้อมูลแบบนี้
1714520	1716520	เขาดู tiktok
1718520	1720520	นักบิ้นกระเศษหลายคนก็มีคลิบ tiktok
1720520	1722520	แล้วก็เขาก็ follow กันดู
1722520	1724520	ว่าเทคนิคการทำกระเศษกรรมเป็นยังไง
1724520	1726520	กะเศษกรรมส่วนมากพักประจวนเนี๊ยะ
1726520	1728520	เข้าเถือนเทคโทรงงี้อยู่แล้ว
1728520	1730520	แล้วก็
1730520	1732520	การที่เราลงพื้นที่
1732520	1734520	คือว่า
1734520	1736520	flow การงานเขาเป็นยังไง
1736520	1738520	software เราก็ออกแบบมาเพื่อให้มันชายงานง่าย
1738520	1740520	เมนูต่างๆ เราก็ทำเป็นภาษาไทยในภาษาที่เขาเข้าใจง่าย
1740520	1742520	เมื่อเทียบกับท่าของต่างประเทศ
1742520	1744520	อย่างหนูอยวัดเนี้ย
1744520	1746520	เห็นได้ชัดเลยต่างประเทศอาจจะเป็น ฮ็กเตอร์
1746520	1748520	ในไทยเราใช้
1762520	1764520	คำถามบทบรรยายธรรมอิสลาม
1764520	1766520	อ.อิสมาแรม
1792520	1795520	อ.อิสมาแรม
1822520	1824520	อ.อิสมาแรม
1882520	1884520	อ.อิสมา อ.อังกฤษ
1884520	1886520	อ.อิสมา
1888520	1890520	อ.อังกฤษ
1890520	1892520	อ.อิสมา
1900520	1902520	อ.อิสมา
1902520	1904520	บทบรรยายธรรมอิสลาม
1908520	1910520	บทบรรยายธรรมอิสลาม
1910520	1912520	บทบรรยายธรรมอิสลาม
1912520	1914520	อ.อิสมาแอล วิสุทธิปราณี
1940520	1942520	บทบรรยายธรรมอิสมาแอล วิสุทธิปราณี
