start	end	text
151340	153080	เราพอเห็นแนวโน้ม
153080	153760	แปลว่า
153960	156080	แปลงนี้มันดีไม่ดี
156260	157300	แปลงข้างๆมันดีไม่ดี
157300	158800	แต่เราไม่สามารถแยกเลยว่า
158880	160420	ต้นนี้มันดีไม่ดี
161380	162600	แต่ว่าภาพจากโดรน
162600	163380	ซึ่งมันเลี่ยดกว่า
163380	164680	เราแยกญ้าได้ถึงขนาดนั้น
164680	165260	ทำให้
165600	166980	เรามีข้อมุมที่มากกว่า
167180	168180	ตัดสินใจได้ดีกว่า
172520	173480	อีกเรื่องหนึ้งก็คือ
173480	174880	ความเลี่ยดในเชิงเวลา
175140	178300	ดาวเทียมมันไม่ได้ค้างฟ้าอยู่ที่เดิม
178660	181160	มันโคจรแล้วกว่ามันจะกลับมาที่เดิม
181240	183520	มันหลักเป็นวัน
183760	185500	และการที่มันกลับมาที่เดิม
185500	187500	มันไม่แปลว่าจะได้ข้อนุมิติที่เราอยากได้
187860	189460	ถ้ามันกลับมาที่เดิมแล้ว
189460	190500	วันนั้นฝนตก
192000	194100	เราก็ผลาดโอกาสที่จะ
194100	195940	ได้ข้อนุมิติ Ởี่ตรงนั้นไป
196060	197360	การที่เราใช้โดรน
197360	200500	ทำให้เราได้ข้อมูลตามความต้องการ
200840	203080	ในขณะนั้นที่เราต้องการได้เลย
206580	209580	แล้วก็เราใช้อะไรในการ
209660	212500	เก็บข้อมูลภาพถ่ายทางอากาศ
212500	215680	อันนี้จะเปิดวีดีโอตัวโดรน
215680	217780	ที่เราพัฒนาขึ้นมาสำหรับงาน
218400	220820	งานสำรวจการทำแผ่นที่
221760	224280	ก็เป็น เราเคยเห็นโดรนที่เป็น
224280	227560	ปีกหมุน บินขึ้นลง แล้วก็ถ่ายภาพได้
227560	229400	ข้อสำหรับของมันก็คือ
229400	232240	มันอาจจะคอบคุมพื้นที่ได้ขนาดหนึ่ง
232240	234340	แต่ว่าเมื่อเปียบเทียบกับเครื่องบินที่
234340	236880	ใช้ปีกบินเนี่ย มันก็มี
236880	238980	Efficiency สูงกว่า คอบคุมพื้นที่ได้เยอะกว่า
239100	242060	ตัวว talkinเนี่ยเป็นโดรนที่พรเป็นออกขึ้นมา
242060	244460	มันก็เป็นโดรนที่แทบว่าคุ้นลงแนวดิ่ง
247460	249780	คัพพื่้นที่น้อย
249780	251160	ทำงานได้ง่าย ขึ้นลง
252260	254660	ถ้าเคยเห็นวิดีโอ จัดวาดสเป็นก็จะเป็นอย่างงั้น
254660	256540	คือกึ้นไป แล้วก็
256740	258780	เปลี่ยนการอากาศบิน
258780	260160	เหมือนเครื่องบินทำให้
260300	262380	มันคอบคุมพื้นที่ได้กว้าง
262380	265740	ก็สามารถเอาไปใช้ในงานสำรวจทำแผ่นที่ทางเกษตร
265740	267380	หรืองานอื่นๆ ก็เช่น
267380	269980	งานสำรวจเมืองทำแผ่นที่เมือง
269980	273780	งานขนส่งเวชภัณฑ์ขนาดเล็ก อะไรพวกนี้
274780	276980	ก็สามารถนำไปใช้ได้นะครับ
276980	279900	ก็ตัวเครื่องก็พามาเป็น
279900	281580	Carbon Fiber ทำให้มีน้ำหนักเบา
281580	283580	แล้วก็มีประสิทธิภาพในการ
284180	287220	แล้วก็ เราก็สามารถติดตั้งพวก
287220	289780	Computer on Board ในการคงคุมผลมนผล
289780	292380	ระบบสื่อสารไม่ว่าจะเป็นคลื่นวิทยุ
292380	295220	หรือว่าใช้ 4G-5G อะไรพวกนี้
295220	298900	เราสามารถทำงานร่วมกับตัวเดอร์ตัวนี้ได้นะครับ
309380	311780	ไม่ว่าจะเป็นความคิดที่คงต้องต่อไป
312780	314780	แล้วก็ ปรุณก็ทำงานกับโดมัส
314780	317780	เราก็มี Software ที่ใช้ในการวางแผนว่า
317780	319780	ต้องการให้มัน cover พื้นที่ตรงไหน
319780	321780	แผนการบินเป็นยังไง
321780	322780	ถ่ายภาพโดยเว้นไหน
322780	325780	แล้วก็เพื่อเก็บข้อมูลขึ้นมาประมวลผลต่อไปนะครับ
341780	344780	โอเค ตอนนี้ พอเราได้ข้อมูลมาแล้วเนี่ย
344780	348780	เราเอามาวิคคล look ด้วยสำหรับ ใช้ประโยชน์ไหนจากมันได้บ้าง
348780	352920	เริ่มตอนช่วงเตรียมพื้นที่
353040	356000	เราสามารถใช้ข้อมูลภัพทายนี้
356000	358000	เพื่อมาดูว่า
358000	360000	พื้นที่นั้นมันคืออะไร
360000	363000	เป็นตัว~~~~
363000	364500	สัมภาพเอง
455320	458580	นอกจากดูความแข็งแรงแล้วเนี่ย
458580	461620	เรายังสามารถทำโมเดลเพื่อวิคคลต่อไปได้
461620	463920	เช่น ใช้นัยอ้อย
463920	466920	เราสามารถประเมื่อนความหวาน
467420	468440	ในอ้อยมันได้
468440	470440	เขาจะเป็นคาพรีกซ์
470440	473580	แล้วก็ ภาพทางกลางนี้ก็เป็นล้างสีปกติ
473580	475420	มีภาพทางสายก็คือเราไปมาประพวนผลแล้ว
505420	507760	แล้วเขาขึ้นก็เป็นภาพอีกตัวอย่างหนึ่ง
507760	508680	ว่าเราสามารถ
508680	510920	ถ้าเราเก็บข้อมูลแองสม่ำเสมอ
510920	512240	เราก็จะรู้แหนวนมได้ว่า
512240	514680	ตอนนี้มัน
514680	516660	คอนเท้าของน้ำตาลมันเภิมขึ้น
516660	517480	แหนวนมเป็นยังไง
517480	518800	มันเมื่อเป้ิม hinaus หรือกรดลง
579060	580840	อย่างจตจง containing out
582840	585500	แล้วเราก็สามารถทำมา
585500	587620	ประเมินต่อได้ด้วยว่า
587620	589360	สมมุทธีเราปลุก
589360	591060	อ้อยหลาย ๆ แปงมาก
591060	593580	เราเก็บข้อมูลมา dt
593580	594740	เช่นเวลานี้แปงนี้
594740	598000	มีมันพลิสประเมินมาเป็น scrub
598000	599860	เราสามารถวางแผล
599860	601740	ได้ว่าช่วงเวลาใหญ่
601740	603100	แปงนี้สมุนละ
603100	604760	ให้ให้พลิส
604760	605920	ถึงเกรียนละ
605940	607180	เราจัดคิวได้ว่า
607180	608760	จะเก็บเกี่ยว
608760	610320	แปลงไหนก่orangหลังละยังไง
611080	612800	หรือว่าในบางกุฎรีที่
612800	614480	มันมีนานวงแล้วว่า
614480	616560	เอ้ย ตรงนี้อีกหน่อยจะขาดน้ำ
616560	617860	หรือมีโล่กพื้น
617860	620440	แต่ว่าผลปลิศมันถึง เกรียนละ
620440	621740	ไม่รอต่อไป
621740	623880	รีบเก็บเลยก่อนที่จะเสียหาย
623880	624760	ก็ได้
625440	627640	แล้วก็อีกประโยชน์หนึ่ง
628000	630160	อย่างถึงเราเห็นข่าววันทุกวันนี้ว่า
630160	632800	มันมีการเผ่าไล่เอ่ย
633140	634780	ถามว่ากัศตกรยากเผ่ามั้ย
634780	635760	ก็ไม่ได้ยาก
635760	637880	เพราะการเผ่าทำให้
637880	639300	ผลผลิตมัน
639960	640720	แย่หลง
640720	643420	แต่ว่ามันมีโลดูของมันว่า
643420	644740	มันต้องเก็บแล้ว
645380	646600	แต่ว่า
646900	648340	เคราะไม่มีเครื่องมือ
648340	650260	คือทุกๆคนก็ต้องการเก็บ
680260	683620	ปัญหาการขัดแขนเครื่องจักรการเกษตร
683620	685620	ในช่วงนั้นๆได้นะ
692260	694540	ต่อไปก็เป็นการแอคชั่นแล้วว่า
694540	696540	โอเคเรารู้ว่า
697460	698980	ถ้าเราต้องให้
698980	700800	ปุ่ยให้สันเชมี
700800	703920	และต้องการให้เพิ่มช้อจ่อจงไปไหน
703920	706680	เราก็สามารถใช้โดนเข้าไปช่วย
706680	707480	ในการ
708480	710060	พ้นยาพ้นปุ่ย
710060	712060	พ้นฮอมมน ให้พืดได้นะครับ
723680	724980	อันนี้ก็จะเป็น
724980	727600	โดนที่ชื่อIGNUKKOW
727600	728640	เป็นหรือเวลาผัดขนาดขึ้นมา
728640	731500	ก็จะเป็นโดนที่ผัดขนาดมา เพื่อสำหรับงาน
731680	733560	ฉีดพ้นของการเกษตรด้วยฉับเพราะ
733560	735400	ก็ตัวมันก็จะมี
735660	737360	แข่งบัญชูสารเชมีได้
737380	740260	10ลิทร แล้วก็เป็นโดนmulti rotor
740260	743340	ที่เราขึ้นหน้า ขึ้นตาด้วยก็จะมี 4บ่ายพัด
743340	745820	มีถังสารค้มิ
745820	748640	มีกาน แล้วก็หัวพ้น
748640	751680	ซึ่งเราก็สามารถเลือกได้ว่า
751680	754540	พืดชั้นนิดไหนควรจะพ้นแบบไหน
754540	756540	หัวพ้นไหวรองแบบไหน
756540	759620	จะต้องมีหัวพ้นถี่ขนาดไหน
759620	764380	อันนี้เราก็เลือกได้ตามความเหมาะสมของพืด
764380	768460	พืดแต่ละชนิดจะต้องบินรักษณะไหน
768460	771460	บินเร็วเท่าไหร่เพื่อให้
771460	775520	ควบคุมกลุ่มน้ำและให้น้ำได้อย่างเหมาะสม
775520	777380	ตัว software เราก็
777380	780720	วางแผนการบินเราก็พัฒนาดขึ้นมาเพื่อ
780720	783800	ตอบจวดเพื่อเรื่องเดียว เพราะเราคุยกับเกษตรกร
783800	788100	เรารู้ว่าเทคนิดการทำงานก็เป็นยังไง
788100	791040	การผสมขานมันจะมีการใช้งานเป็นยังไง
791040	794200	ตัว software ก็สามารถคำนวนให้ได้ว่า
794200	798400	พื้่นที่ใหญ่เท่านี้จะฉีดพ้นสาสเชมีนี้
798400	801100	ด้วยพื้นที่เท่านี้จะต้องใช้สาสเชมีขนาดไหน
801100	803480	ถ้าใช้สาสเชมีขนาดนี้แล้ว
803480	806840	ต้องผสมสาสเชมีต่อน้ำเท่าไหร่
807500	811260	บิ้นหนึ่งลอบด้วย baktery ด้วยสาสเชมีเท่านี้
811260	814760	มันจะต้องบิ้นแล้วแบดหมด น้ำหมดตรงไหน
814760	816120	กลับมาเติมตรงไหน
816120	819160	และบิ้นครั้งต่อไปจะต้องฉายสานที่อันเท่าไหร่
819460	821760	Software ช่วยประโมนผลคิดต่าสินใจ
821760	825860	แจ้งให้เกษตรกรเนี่ยทำตามนั้น
825860	829820	ก็จะได้ไม่ต้อนมานั่งเดาว่าจะต้องใช้เยอะขนาดไหน
830160	834860	ก็ มีการคิดต่าสินใจให้อย่างเป็นระบบ
834860	839480	แล้วก็ การบิ้นอย่างที่ว่าเราสามารถคบคุมได้อย่างแม่นยำ
839480	845220	แล้วก็ทำให้มันบิ้นแล้วพ้นสารคิมีได้ทั่วถึงสม่ำเสมอ
845220	848920	พ้นเพิ่มมาก เป็นวิเศษในบางจุดที่มันต้องการ
848920	852720	หรือว่าด้วยรูปแบบการบิ้นถั่วแปลงข้างodynamics
852720	857420	ที่มันจะต้องชะลอ ทำยังไงให้สารคิมีไม่ไปลงบริเวณนั้นเยอะ ๆ
857420	860320	รูปแบบการบิ้นจะต้องยกตัวขึ้น
860320	865120	ไม่ให้ลมมันตีแรง หยุดพ้นชั่วคาวเพื่อให้ไม่มีสารไปลงตรงนั้น
865120	870820	คือตัวsoftwareที่ผมสั่งสินใจ มันก็สามารถคบคุมทำงานได้อย่างแม่นยำ
870820	873620	แล้วก็ในการเจ้าที่ พื้นที่มันใหญ่มาก
873620	876720	โดนตัวหนึ่งไม่สามารถทำงาน คบคุมได้ทันเวลานี่
876720	880120	โดนหลาย ๆ ตัวก็สามารถทำงานพร้อม ๆ กันได้
880120	884120	วางแผนแล้วก็ส่งแผนการบิ้นให้โดนหลาย ๆ ลำนี่
884120	887020	ทำงานพร้อมกัน ก็เป็นการทุ่นแร็งปะหยัดเวลา
887020	889820	แถวนี้กฎศิลติกรคนหนึ่งจะทำได้เท่านี้
890320	893860	ก็อันนี้จะเห็นแล้วว่ามันเหนือกว่าคนจริง ๆ
893860	896120	บิน...มันทำงานได้เร็วกว่าคนมาก
896120	897520	จนทุกวันนี้เนี้ย
898220	901880	คือกฎศิลติกรก็ไม่ ๆ มีใครไปอยากพ้นเถอะตัวเองแล้ว
901880	904020	ก็ไม่ต้องไปเสียงกับการโดนสาร "... chimie
904020	906420	แล้วก็ใช้โดน มันก็เร็วกว่า อย่างเห็นได้ชัด
906420	909320	ปิดงานได้เยอะ ๆ กว่าวัน ๆ นึงเนี้ย
910260	911160	โอเค
911160	912160	แล้วก็ นิ่ง ๆ
912160	915520	นอกเหนือจากตัว โดนที่เป็น commercial ตัว starts
915520	918220	ใช้ละ=#สิน แล้วก็ซินสัมเพชร
918520	920800	ต้องจับ real time ....
921220	922800	ออกมาก ๆ ด้วย
922800	924460	ช่วยกรทันที่กดจิง
927960	928720	เพลิงซะ...
929400	931020	ให้ใครมีแขนนะ
932860	933900	พิจากเว advent
934060	935480	ที่ยังไม่ได้ขาย
935580	936640	อย่างนี้ ผ่านได้
936640	939820	นอกเหนือจากตัว โดนที่เป็น commercial
940440	941140	พอดักของเราเนี่ย
941140	942140	เราก็ยังมีการ
942740	944140	มีอย่างอาธาธรรมด
944640	946640	อย่างอื่นที่เรามีการ
948240	950340	ใช้งานรักษณะอื่น หรือทดลองใช้ที่
950640	951740	ปัจจุบันยังไม่ได้ใช้การเกษตร
951740	952740	แต่สามารถอันประยุค
952740	954040	ใช้การเกษตรได้
954540	955540	โอเค
955840	958040	ก็อาจจะเป็นตัวผลยนพากพระเรือน
958040	960040	ที่สามารถเข้าไปทำงาน
960040	962040	ในที่ต่าง ๆ แทนคนได้
962040	964540	อย่างเช่น เอาไปวิ่งรับส่งของ
964540	965540	แบกของหนัก ๆ
965540	967540	ไปเข้าไปทำงานใน
968040	969040	ใน Farm
969040	971040	ที่ทำให้เราไม่ต้องไปเสียงกับการสัมผัส
971040	973040	กับโลก สัตว์ อะไรพวกนี้
973040	975040	แล้วก็อาจจะไปทำงานใน ล่าย
975040	977040	ช่วยในภรรม อาจจะเจอ
978040	979040	ใน Farm
979040	981040	ที่ทำให้เราไม่ต้องไปเสียงกับการสัมผัส
981040	983040	กับโลก สัตว์ อะไรพวกนี้
983040	985040	แล้วก็อาจจะไปทำงานใน ล่าย
985040	987040	ช่วยในการวัดเก็บข้อมูล
987040	989040	หรือเข้าไป
989040	991040	ฉีดพ้นตัด
991040	993040	วัจฉะพืช อะไรพวกนี้เป็นต้น
995040	996040	ย่อ
996040	997040	เป็น เป็น
997040	999040	ขุนยนพากพื้นตัวหนึ่งที่สามารถ
999040	1001040	เข้าไปทำงานตามพื้นที่ต่าง ๆ
1001040	1003040	แทนได้นะครับ
1007040	1009040	โอเค
1013040	1015040	โอเค
1017040	1019040	โอเค หรืองานผิวน้ำ
1019040	1021040	เอ่อ โอเค
1025040	1027040	แล้วก็สามารถมีเรือที่
1027040	1029040	เข้าไป
1033040	1035040	ทำแผ่นที่ว่า
1035040	1037040	บ่อน้ำนี่มันลึก
1037040	1039040	เท่าไหร่ พื้นที่ขนาดเเท่าไหร่
1039040	1041040	ปล่อยมั่นกระเก็บน้ำได้เท่าไหร่
1041040	1043040	สามารถหวางแผ่นได้ว่า
1043040	1045040	แต่ว่านี้มันจะถ้าหน้าฝนมา
1045040	1047040	มันจะลองรับปล่อยมั่นน้ำกระเก็บ
1047040	1049040	ได้เท่าไหร่
1049040	1051040	หรือว่าข้าวใคร ใช้ในงาน
1051040	1053040	ตรวจสอบerneาพruck
1053040	1055040	การแบบนี้ หैๆItalian
1055040	1055040	
1055040	1055040	
1055040	1055040	
1055040	1055040	
1055040	1057040	Unison
1057040	1057040	
1057040	1057040	
1057040	1059540	Unison
1063040	1065040	ซิ....
1065040	1067040	ดด...
1067040	1069040	ดด...
1069040	1071040	Italian
1071040	1073040	Italian
1073040	1075040	Unison
1075040	1077040	Unison
1077040	1079040	Unison
1080040	1082040	Answer class
1096040	1098040	การทำงานของมันก็จะคล้ายๆกับโดรน
1098040	1100040	ก็คือเราก็สามารถ
1100040	1102040	วางกรอบการทำงานของวันหน้าได้ว่า
1102040	1104040	พื้นที่ที่ต้องการที่ไม่สำรวจจะเป็นผื้นที่ขาดไหน
1104040	1106040	ต้องการให้มันขึ้นที่
1106040	1108040	ขอบคุมพื้นที่อย่างไร
1108040	1110040	เพื่อฐิตข้อมูลของเขา
1110040	1112040	และในฐานะแดง
1112040	1114040	เมื่อถูกสำเร็จ
1114040	1116040	เมื่อ฀าน้ำแห่งบะคร รบกระ terrorists
1116040	1118040	พื้นที่หลงต์
1118040	1120040	ถุงใน carve เมื่อสำรวจ
1120040	1122040	อะไรที่สำรวจ
1122040	1124040	จะเป็นปื้นที่เลือกที่สำแห่ง
1124040	1128040	จะเป็นฐานะตักของเพราะ
1128040	1130040	ที่สำรวจผมก็จะ
1130040	1132040	การทำงาน that
1162040	1164040	อืม
1186040	1188040	อืม
1192040	1194040	อืม
1218040	1220040	อืม
1222040	1224040	อืม
1224040	1226040	อืม
1236040	1238040	อืม
1240040	1242040	อืม
1246040	1248040	อืม
1253040	1254040	åt
1254040	1256040	อืม
1256040	1258040	อืม
1268040	1270040	อืม
1272040	1274040	อืม
1276040	1278040	อืม
1278040	1280040	อืม
1288040	1290040	อืม
1290040	1294040	ที่เราไม่ต้องลงไปทำงานเสียงเองใต้น้ำนะ
1313040	1315040	ก็จะเป็นค่าที่มันวัด
1315040	1317040	มีทั้งภาพที่ถ่ายมา
1317040	1319040	แผ่นที่ทางน้ำ
1319040	1323040	ก็เป็นสิ่งที่สามารถตรวจวัดและเก็บค่าขึ้นมาได้นะครับ
1334040	1335040	โอเค
1335040	1337040	อันนี้ก็เป็นตัวอย่าง
1337040	1340040	ตัวระบบยามหานะอาตมนตร์ต่าง ๆ
1340040	1343040	ที่สามารถมาช่วยเหลือช่วยงานเราได้
1348040	1350040	อะอีโอ้
1350040	1352040	ก็ถ้าจักการเป็นสลุปก็คือ
1352040	1353040	อ่า
1353040	1355040	เราเชื่อว่า
1358040	1360040	เราจะไม่ได้ว่า 1 บวก 1 มันได้ 2
1360040	1361040	แต่เราเชื่อว่า
1361040	1362040	เทพ blueprint นี่
1362040	1364040	ถ้ามาทำงานร่วมกับคน
1364040	1365040	ซึ่งมีจุดเด่นแตกต่าง ๆ กัน
1365040	1367040	ทำงานร่วมกันเนี่ย
1367040	1368040	มันได้มากกว่าแค่ 2
1368040	1369040	มันได้
1369040	1370040	อ่า...แรงงานที่เยอะขึ้น
1370040	1372040	การคิดตัดสินใจที่ดีขึ้น
1372040	1373040	ทำงานได้ตรงจุดมากขึ้น
1373040	1375040	ได้ผลรับที่มากขึ้น
1375040	1377040	ในเวลาทีดีขึ้น
1377040	1379040	แล้วก็
1379040	1382040	ถ้าโรมความสามารถของ
1382040	1383040	ทั้งโดเมนต์อะไปทิศ
1383040	1385040	ความสามารถชาวoooทางของคน
1385040	1387040	ร่วมกับ
1387040	1388040	ความสามาตะของหุ่นยนต์เนี่ย
1388040	1389040	เราก็สามารถ
1389040	1389040	
1389040	1391040	อาจพิชิตความยากบรรบาก
1391040	1393040	ความลาทายในทุกเรื่องๆได้นะครับ
1397040	1399040	ก็
1399040	1401040	ถ้าเกิดมีข้อสงสัยสักถาม
1401040	1403040	ก็ยินดีนะครับ
1419040	1421040	ครับ
1425040	1427040	ครับ
1427040	1429040	ครับ
1431040	1433040	อ่า
1435040	1437040	เราไม่ได้ทำเซอร์วิสการบินโดน
1437040	1439040	เองโดยตรงครับ
1439040	1441040	เราขายตัวโดนแล้วก็
1441040	1443040	เราให้บริการการประมวลผลภาพ
1443040	1445040	คือลูกค้าจะซื้อโดนของเราไปก็ได้
1445040	1447040	หรือใช้โดนที่เขามีอยู่แล้วก็ได้
1447040	1449040	ก็โดนภาพขึ้นมาในระบบ
1449040	1451040	เราก็สามารถต่อภาพวิคอ
1451040	1453040	แสดงผลให้ได้ครับ
1467040	1469040	ครับ
1473040	1475040	ครับ
1477040	1479040	...
1481040	1483040	เก่าเท่าที่สามก็มี
1483040	1485040	บริษัติที่นำภาพทำทางเดาเทียม
1485040	1487040	มาใช้อ่า มีลิยเพา?)
1487040	1489040	อย่างนี้ทีเขาใช้ผ้าพลาตเราต้อง
1489040	1491040	แต่พรบไม่แน่ใจเลย ว่าเขาใช้ภาพถ่าย
1491040	1493040	จาก vocabulary เป็นโรแอบิส
1493040	1495040	หรือว่าเป็นอย่าง่าย อย่างนี้ที่ผมไม่ทราบ
1495040	1497040	ไร้อะไรลใยนะครับ
1497040	1499040	...
1499040	1501040	...
1501040	1503040	...
1503040	1505040	...
1505040	1507040	...
1507040	1509040	...
1509040	1511040	...
1511040	1513040	...
1513040	1515040	...
1515040	1517040	...
1517040	1519040	...
1519040	1521040	...
1521040	1523040	...
1523040	1525040	...
1525040	1527040	...
1527040	1529040	...
1529040	1531040	...
1531040	1533040	...
1533040	1535040	...
1535040	1537040	...
1537040	1539040	...
1539040	1541040	...
1541040	1543040	...
1543040	1545040	...
1545040	1547040	...
1547040	1549040	...
1549040	1551040	...
1551040	1553040	...
1553040	1555040	...
1555040	1557040	...
1557040	1559040	...
1559040	1561040	...
1561040	1563040	...
1563040	1565040	...
1565040	1567040	...
1567040	1569040	...
1569040	1571040	...
1571040	1573040	...
1573040	1575040	...
1575040	1577040	...
1577040	1579040	...
1579040	1581040	...
1581040	1583040	...
1583040	1585040	...
1585040	1587040	...
1587040	1589040	...
1589040	1591040	...
1591040	1593040	...
1593040	1595040	...
1595040	1597040	...
1597040	1599040	...
1599040	1601040	...
1601040	1603040	...
1603040	1605040	...
1605040	1607040	...
1607040	1609040	...
1609040	1611040	...
1611040	1613040	...
1613040	1615040	...
1615040	1617040	...
1617040	1619040	...
1619040	1621040	...
1621040	1623040	...
1623040	1625040	...
1625040	1627040	...
1627040	1629040	...
1629040	1631040	...
1631040	1633040	...
1633040	1635040	...
1635040	1637040	...
1637040	1639040	...
1639040	1641040	...
1641040	1643040	...
1643040	1645040	...
1645040	1647040	...
1647040	1649040	...
1649040	1651040	...
1651040	1653040	...
1653040	1655040	...
1655040	1657040	...
1657040	1659040	...
1659040	1661040	...
1661040	1663040	...
1663040	1665040	...
1665040	1667040	...
1667040	1669040	...
1669040	1671040	...
1671040	1673040	...
1673040	1675040	...
1675040	1677040	...
1677040	1679040	...
1679040	1681040	...
1681040	1683040	...
1683040	1685040	...
1685040	1687040	...
1687040	1689040	...
1689040	1691040	...
1691040	1693040	...
1693040	1695040	...
1695040	1697040	...
1697040	1699040	...
1699040	1701040	...
1701040	1703040	...
1703040	1705040	...
1705040	1707040	...
1707040	1709040	...
1709040	1711040	...
1711040	1713040	...
1713040	1715040	...
1715040	1717040	...
1717040	1719040	...
1719040	1721040	...
1721040	1723040	...
1723040	1725040	...
1725040	1727040	...
1727040	1729040	...
1729040	1731040	...
1731040	1733040	...
1733040	1735040	...
1735040	1737040	...
1737040	1739040	...
1739040	1741040	...
1741040	1743040	...
1743040	1745040	...
1745040	1747040	...
1747040	1749040	...
1749040	1751040	...
1751040	1753040	...
1753040	1755040	...
1755040	1757040	...
1757040	1759040	...
1759040	1761040	...
1761040	1763040	...
1763040	1765040	...
1765040	1767040	...
1767040	1769040	...
1769040	1771040	...
1771040	1773040	...
1773040	1775040	...
1775040	1777040	...
1777040	1779040	...
1779040	1781040	...
1781040	1783040	...
1783040	1785040	...
1785040	1787040	...
1787040	1789040	...
1789040	1791040	...
1791040	1793040	...
1793040	1795040	...
1795040	1797040	...
1797040	1799040	...
1799040	1801040	...
1801040	1803040	...
1803040	1805040	...
1805040	1807040	...
1807040	1809040	...
1809040	1811040	...
1811040	1813040	...
1813040	1815040	...
1815040	1817040	...
1817040	1819040	...
1819040	1821040	...
1821040	1823040	...
1823040	1825040	...
1825040	1827040	...
1827040	1829040	...
1829040	1831040	...
1831040	1833040	...
1833040	1835040	...
1835040	1837040	...
1837040	1839040	...
1839040	1841040	...
1841040	1843040	...
1843040	1845040	...
1845040	1847040	...
1847040	1849040	...
1849040	1851040	...
1851040	1853040	...
1853040	1855040	...
1855040	1857040	...
1857040	1859040	...
1859040	1861040	...
1861040	1863040	...
1863040	1865040	...
1865040	1867040	...
1867040	1869040	...
1869040	1871040	...
1871040	1873040	...
1873040	1875040	...
1875040	1877040	...
1877040	1879040	...
1879040	1881040	...
1883040	1885040	...
1885040	1887040	...
1887040	1889040	...
1889040	1891040	...
1891040	1893040	...
1893040	1895040	...
1897040	1899040	...
1899040	1901040	...
1901040	1903040	...
1903040	1905040	...
1905040	1907040	...
1907040	1909040	...
1909040	1911040	...
1911040	1913040	...
1913040	1915040	...
1915040	1917040	...
1917040	1919040	...
1919040	1921040	...
1945040	1947040	...
1947040	1949040	...
1949040	1951040	...
1951040	1953040	...
1953040	1955040	...
1955040	1957040	...
1957040	1959040	...
1959040	1961040	...
1961040	1963040	...
1963040	1965040	...
1965040	1967040	...
1967040	1969040	...
1969040	1971040	...
1971040	1973040	...
1973040	1975040	...
1975040	1977040	...
1977040	1979040	...
1979040	1981040	...
1981040	1983040	...
1983040	1985040	...
1985040	1987040	...
1987040	1989040	...
1989040	1991040	...
1991040	1993040	...
1993040	1995040	...
1995040	1997040	...
1997040	1999040	...
1999040	2001040	...
2001040	2003040	...
2003040	2005040	...
2005040	2007040	...
